"";"IFBL";"IFBLuurhok";"Xcoord";"Ycoord";"REGIO";"DISTRICT";"area";"max"
"1";"C05611";"c0-56-11";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"2";"C05612";"c0-56-12";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"3";"C05613";"c0-56-13";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"4";"C05614";"c0-56-14";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"5";"C05621";"c0-56-21";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"6";"C05622";"c0-56-22";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"7";"C05623";"c0-56-23";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"8";"C05624";"c0-56-24";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"9";"C05631";"c0-56-31";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"10";"C05632";"c0-56-32";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"11";"C05633";"c0-56-33";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"12";"C05634";"c0-56-34";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"13";"C05641";"c0-56-41";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"14";"C05642";"c0-56-42";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"15";"C05643";"c0-56-43";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"16";"C05644";"c0-56-44";24012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";447159,843504937;"y"
"17";"C05711";"c0-57-11";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"18";"C05712";"c0-57-12";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"19";"C05713";"c0-57-13";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"20";"C05714";"c0-57-14";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"21";"C05721";"c0-57-21";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"22";"C05722";"c0-57-22";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"23";"C05723";"c0-57-23";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"24";"C05724";"c0-57-24";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"25";"C05731";"c0-57-31";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"26";"C05732";"c0-57-32";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"27";"C05733";"c0-57-33";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"28";"C05734";"c0-57-34";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"29";"C05741";"c0-57-41";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"30";"C05742";"c0-57-42";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"31";"C05743";"c0-57-43";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"32";"C05744";"c0-57-44";28012;200180;"Ecoregio van de kustduinen";"Kustduinendistrict";573938,584732875;"y"
"33";"C04711";"c0-47-11";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"34";"C04712";"c0-47-12";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"35";"C04713";"c0-47-13";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"36";"C04714";"c0-47-14";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"37";"C04721";"c0-47-21";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"38";"C04722";"c0-47-22";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"39";"C04723";"c0-47-23";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"40";"C04724";"c0-47-24";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"41";"C04731";"c0-47-31";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"42";"C04732";"c0-47-32";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"43";"C04733";"c0-47-33";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"44";"C04734";"c0-47-34";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"45";"C04741";"c0-47-41";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"46";"C04742";"c0-47-42";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"47";"C04743";"c0-47-43";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"48";"C04744";"c0-47-44";28012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";107258,611047625;"y"
"49";"C04811";"c0-48-11";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"50";"C04812";"c0-48-12";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"51";"C04813";"c0-48-13";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"52";"C04814";"c0-48-14";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"53";"C04821";"c0-48-21";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"54";"C04822";"c0-48-22";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"55";"C04823";"c0-48-23";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"56";"C04824";"c0-48-24";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"57";"C04831";"c0-48-31";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"58";"C04832";"c0-48-32";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"59";"C04833";"c0-48-33";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"60";"C04834";"c0-48-34";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"61";"C04841";"c0-48-41";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"62";"C04842";"c0-48-42";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"63";"C04843";"c0-48-43";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"64";"C04844";"c0-48-44";32012;204180;"Ecoregio van de kustduinen";"Kustduinendistrict";551510,864664625;"y"
"65";"C13111";"c1-31-11";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"66";"C13112";"c1-31-12";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"67";"C13113";"c1-31-13";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"68";"C13114";"c1-31-14";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"69";"C13121";"c1-31-21";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"70";"C13122";"c1-31-22";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"71";"C13123";"c1-31-23";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"72";"C13124";"c1-31-24";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"73";"C13131";"c1-31-31";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"74";"C13132";"c1-31-32";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"75";"C13133";"c1-31-33";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"76";"C13134";"c1-31-34";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"77";"C13141";"c1-31-41";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"78";"C13142";"c1-31-42";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"79";"C13143";"c1-31-43";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"80";"C13144";"c1-31-44";36012;208180;"Ecoregio van de kustduinen";"Kustduinendistrict";107703,300807312;"y"
"81";"C12211";"c1-22-11";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"82";"C12212";"c1-22-12";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"83";"C12213";"c1-22-13";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"84";"C12214";"c1-22-14";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"85";"C12221";"c1-22-21";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"86";"C12222";"c1-22-22";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"87";"C12223";"c1-22-23";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"88";"C12224";"c1-22-24";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"89";"C12231";"c1-22-31";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"90";"C12232";"c1-22-32";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"91";"C12233";"c1-22-33";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"92";"C12234";"c1-22-34";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"93";"C12241";"c1-22-41";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"94";"C12242";"c1-22-42";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"95";"C12243";"c1-22-43";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"96";"C12244";"c1-22-44";40012;212180;"Ecoregio van de kustduinen";"Kustduinendistrict";641,1267283125;"y"
"97";"B15611";"b1-56-11";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"98";"B15612";"b1-56-12";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"99";"B15613";"b1-56-13";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"100";"B15614";"b1-56-14";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"101";"B15621";"b1-56-21";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"102";"B15622";"b1-56-22";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"103";"B15623";"b1-56-23";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"104";"B15624";"b1-56-24";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"105";"B15631";"b1-56-31";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"106";"B15632";"b1-56-32";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"107";"B15633";"b1-56-33";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"108";"B15634";"b1-56-34";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"109";"B15641";"b1-56-41";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"110";"B15642";"b1-56-42";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"111";"B15643";"b1-56-43";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"112";"B15644";"b1-56-44";56012;220180;"Ecoregio van de kustduinen";"Kustduinendistrict";229216,676894375;"y"
"113";"B23111";"b2-31-11";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"114";"B23112";"b2-31-12";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"115";"B23113";"b2-31-13";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"116";"B23114";"b2-31-14";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"117";"B23121";"b2-31-21";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"118";"B23122";"b2-31-22";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"119";"B23123";"b2-31-23";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"120";"B23124";"b2-31-24";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"121";"B23131";"b2-31-31";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"122";"B23132";"b2-31-32";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"123";"B23133";"b2-31-33";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"124";"B23134";"b2-31-34";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"125";"B23141";"b2-31-41";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"126";"B23142";"b2-31-42";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"127";"B23143";"b2-31-43";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"128";"B23144";"b2-31-44";68012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";17863,297772375;"y"
"129";"B23211";"b2-32-11";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"130";"B23212";"b2-32-12";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"131";"B23213";"b2-32-13";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"132";"B23214";"b2-32-14";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"133";"B23221";"b2-32-21";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"134";"B23222";"b2-32-22";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"135";"B23223";"b2-32-23";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"136";"B23224";"b2-32-24";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"137";"B23231";"b2-32-31";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"138";"B23232";"b2-32-32";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"139";"B23233";"b2-32-33";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"140";"B23234";"b2-32-34";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"141";"B23241";"b2-32-41";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"142";"B23242";"b2-32-42";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"143";"B23243";"b2-32-43";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"144";"B23244";"b2-32-44";72012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";94639,5560725;"y"
"145";"B23311";"b2-33-11";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"146";"B23312";"b2-33-12";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"147";"B23313";"b2-33-13";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"148";"B23314";"b2-33-14";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"149";"B23321";"b2-33-21";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"150";"B23322";"b2-33-22";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"151";"B23323";"b2-33-23";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"152";"B23324";"b2-33-24";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"153";"B23331";"b2-33-31";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"154";"B23332";"b2-33-32";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"155";"B23333";"b2-33-33";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"156";"B23334";"b2-33-34";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"157";"B23341";"b2-33-41";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"158";"B23342";"b2-33-42";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"159";"B23343";"b2-33-43";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"160";"B23344";"b2-33-44";76012;228180;"Ecoregio van de kustduinen";"Kustduinendistrict";452767,879898687;"y"
"161";"D14111";"d1-41-11";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"162";"D14112";"d1-41-12";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"163";"D14113";"d1-41-13";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"164";"D14114";"d1-41-14";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"165";"D14121";"d1-41-21";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"166";"D14122";"d1-41-22";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"167";"D14123";"d1-41-23";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"168";"D14124";"d1-41-24";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"169";"D14131";"d1-41-31";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"170";"D14132";"d1-41-32";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"171";"D14133";"d1-41-33";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"172";"D14134";"d1-41-34";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"173";"D14141";"d1-41-41";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"174";"D14142";"d1-41-42";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"175";"D14143";"d1-41-43";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"176";"D14144";"d1-41-44";36012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";765248,97049975;"y"
"177";"D14211";"d1-42-11";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"178";"D14212";"d1-42-12";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"179";"D14213";"d1-42-13";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"180";"D14214";"d1-42-14";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"181";"D14221";"d1-42-21";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"182";"D14222";"d1-42-22";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"183";"D14223";"d1-42-23";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"184";"D14224";"d1-42-24";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"185";"D14231";"d1-42-31";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"186";"D14232";"d1-42-32";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"187";"D14233";"d1-42-33";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"188";"D14234";"d1-42-34";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"189";"D14241";"d1-42-41";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"190";"D14242";"d1-42-42";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"191";"D14243";"d1-42-43";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"192";"D14244";"d1-42-44";40012;184180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";736473,147958062;"y"
"193";"D03611";"d0-36-11";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"194";"D03612";"d0-36-12";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"195";"D03613";"d0-36-13";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"196";"D03614";"d0-36-14";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"197";"D03621";"d0-36-21";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"198";"D03622";"d0-36-22";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"199";"D03623";"d0-36-23";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"200";"D03624";"d0-36-24";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"201";"D03631";"d0-36-31";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"202";"D03632";"d0-36-32";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"203";"D03633";"d0-36-33";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"204";"D03634";"d0-36-34";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"205";"D03641";"d0-36-41";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"206";"D03642";"d0-36-42";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"207";"D03643";"d0-36-43";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"208";"D03644";"d0-36-44";24012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";139469,637768563;"y"
"209";"D13111";"d1-31-11";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"210";"D13112";"d1-31-12";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"211";"D13113";"d1-31-13";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"212";"D13114";"d1-31-14";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"213";"D13121";"d1-31-21";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"214";"D13122";"d1-31-22";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"215";"D13123";"d1-31-23";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"216";"D13124";"d1-31-24";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"217";"D13131";"d1-31-31";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"218";"D13132";"d1-31-32";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"219";"D13133";"d1-31-33";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"220";"D13134";"d1-31-34";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"221";"D13141";"d1-31-41";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"222";"D13142";"d1-31-42";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"223";"D13143";"d1-31-43";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"224";"D13144";"d1-31-44";36012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";772738,142122812;"y"
"225";"D13211";"d1-32-11";40012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";992906,856888438;"y"
"226";"D13212";"d1-32-12";40012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";992906,856888438;"y"
"227";"D13213";"d1-32-13";40012;188180;"Ecoregio van de polders en de getijdenschelde";"Kustpoldersdistrict";992906,856888438;"y"
