"";"IFBL";"ifbluurhok";"Xcoord";"Ycoord"
"1191";"B52423";"b5-24-23";176012;232180
"1192";"B52424";"b5-24-24";176012;232180
"1193";"B52431";"b5-24-31";176012;232180
"1194";"B52432";"b5-24-32";176012;232180
"1195";"B52433";"b5-24-33";176012;232180
"1196";"B52434";"b5-24-34";176012;232180
"1197";"B52441";"b5-24-41";176012;232180
"1198";"B52442";"b5-24-42";176012;232180
"1199";"B52443";"b5-24-43";176012;232180
"1200";"B52444";"b5-24-44";176012;232180
"1201";"B52511";"b5-25-11";180012;232180
"1202";"B52512";"b5-25-12";180012;232180
"1203";"B52513";"b5-25-13";180012;232180
"1204";"B52514";"b5-25-14";180012;232180
"1205";"B52521";"b5-25-21";180012;232180
"1206";"B52522";"b5-25-22";180012;232180
"1207";"B52523";"b5-25-23";180012;232180
"1208";"B52524";"b5-25-24";180012;232180
"1209";"B52531";"b5-25-31";180012;232180
"1210";"B52532";"b5-25-32";180012;232180
"1211";"B52533";"b5-25-33";180012;232180
"1212";"B52534";"b5-25-34";180012;232180
"1213";"B52541";"b5-25-41";180012;232180
"1214";"B52542";"b5-25-42";180012;232180
"1215";"B52543";"b5-25-43";180012;232180
"1216";"B52544";"b5-25-44";180012;232180
"1217";"B52611";"b5-26-11";184012;232180
"1218";"B52612";"b5-26-12";184012;232180
"1219";"B52613";"b5-26-13";184012;232180
"1220";"B52614";"b5-26-14";184012;232180
"1221";"B52621";"b5-26-21";184012;232180
"1222";"B52622";"b5-26-22";184012;232180
"1223";"B52623";"b5-26-23";184012;232180
"1224";"B52624";"b5-26-24";184012;232180
"1225";"B52631";"b5-26-31";184012;232180
"1226";"B52632";"b5-26-32";184012;232180
"1227";"B52633";"b5-26-33";184012;232180
"1228";"B52634";"b5-26-34";184012;232180
"1229";"B52641";"b5-26-41";184012;232180
"1230";"B52642";"b5-26-42";184012;232180
"1231";"B52643";"b5-26-43";184012;232180
"1232";"B52644";"b5-26-44";184012;232180
"1233";"B52711";"b5-27-11";188012;232180
"1234";"B52712";"b5-27-12";188012;232180
"1235";"B52713";"b5-27-13";188012;232180
"1236";"B52714";"b5-27-14";188012;232180
"1237";"B52721";"b5-27-21";188012;232180
"1238";"B52722";"b5-27-22";188012;232180
"1239";"B52723";"b5-27-23";188012;232180
"1240";"B52724";"b5-27-24";188012;232180
"1241";"B52731";"b5-27-31";188012;232180
"1242";"B52732";"b5-27-32";188012;232180
"1243";"B52733";"b5-27-33";188012;232180
"1244";"B52734";"b5-27-34";188012;232180
"1245";"B52741";"b5-27-41";188012;232180
"1246";"B52742";"b5-27-42";188012;232180
"1247";"B52743";"b5-27-43";188012;232180
"1248";"B52744";"b5-27-44";188012;232180
"1249";"B52811";"b5-28-11";192012;232180
"1250";"B52812";"b5-28-12";192012;232180
"1251";"B52813";"b5-28-13";192012;232180
"1252";"B52814";"b5-28-14";192012;232180
"1253";"B52821";"b5-28-21";192012;232180
"1254";"B52822";"b5-28-22";192012;232180
"1255";"B52823";"b5-28-23";192012;232180
"1256";"B52824";"b5-28-24";192012;232180
"1257";"B52831";"b5-28-31";192012;232180
"1258";"B52832";"b5-28-32";192012;232180
"1259";"B52833";"b5-28-33";192012;232180
"1260";"B52834";"b5-28-34";192012;232180
"1261";"B52841";"b5-28-41";192012;232180
"1262";"B52842";"b5-28-42";192012;232180
"1263";"B52843";"b5-28-43";192012;232180
"1264";"B52844";"b5-28-44";192012;232180
"1265";"B53111";"b5-31-11";164012;228180
"1266";"B53112";"b5-31-12";164012;228180
"1267";"B53113";"b5-31-13";164012;228180
"1268";"B53114";"b5-31-14";164012;228180
"1269";"B53121";"b5-31-21";164012;228180
"1270";"B53122";"b5-31-22";164012;228180
"1271";"B53123";"b5-31-23";164012;228180
"1272";"B53124";"b5-31-24";164012;228180
"1273";"B53131";"b5-31-31";164012;228180
"1274";"B53132";"b5-31-32";164012;228180
"1275";"B53133";"b5-31-33";164012;228180
"1276";"B53134";"b5-31-34";164012;228180
"1277";"B53141";"b5-31-41";164012;228180
"1278";"B53142";"b5-31-42";164012;228180
"1279";"B53143";"b5-31-43";164012;228180
"1280";"B53144";"b5-31-44";164012;228180
"1281";"B53211";"b5-32-11";168012;228180
"1282";"B53212";"b5-32-12";168012;228180
"1283";"B53213";"b5-32-13";168012;228180
"1284";"B53214";"b5-32-14";168012;228180
"1285";"B53221";"b5-32-21";168012;228180
"1286";"B53222";"b5-32-22";168012;228180
"1287";"B53223";"b5-32-23";168012;228180
"1288";"B53224";"b5-32-24";168012;228180
"1289";"B53231";"b5-32-31";168012;228180
"1290";"B53232";"b5-32-32";168012;228180
"1291";"B53233";"b5-32-33";168012;228180
"1292";"B53234";"b5-32-34";168012;228180
"1293";"B53241";"b5-32-41";168012;228180
"1294";"B53242";"b5-32-42";168012;228180
"1295";"B53243";"b5-32-43";168012;228180
"1296";"B53244";"b5-32-44";168012;228180
"1297";"B53311";"b5-33-11";172012;228180
"1298";"B53312";"b5-33-12";172012;228180
"1299";"B53313";"b5-33-13";172012;228180
"1300";"B53314";"b5-33-14";172012;228180
"1301";"B53321";"b5-33-21";172012;228180
"1302";"B53322";"b5-33-22";172012;228180
"1303";"B53323";"b5-33-23";172012;228180
"1304";"B53324";"b5-33-24";172012;228180
"1305";"B53331";"b5-33-31";172012;228180
"1306";"B53332";"b5-33-32";172012;228180
"1307";"B53333";"b5-33-33";172012;228180
"1308";"B53334";"b5-33-34";172012;228180
"1309";"B53341";"b5-33-41";172012;228180
"1310";"B53342";"b5-33-42";172012;228180
"1311";"B53343";"b5-33-43";172012;228180
"1312";"B53344";"b5-33-44";172012;228180
"1313";"B53411";"b5-34-11";176012;228180
"1314";"B53412";"b5-34-12";176012;228180
"1315";"B53413";"b5-34-13";176012;228180
"1316";"B53414";"b5-34-14";176012;228180
"1317";"B53421";"b5-34-21";176012;228180
"1318";"B53422";"b5-34-22";176012;228180
"1319";"B53423";"b5-34-23";176012;228180
"1320";"B53424";"b5-34-24";176012;228180
"1321";"B53431";"b5-34-31";176012;228180
"1322";"B53432";"b5-34-32";176012;228180
"1323";"B53433";"b5-34-33";176012;228180
"1324";"B53434";"b5-34-34";176012;228180
"1325";"B53441";"b5-34-41";176012;228180
"1326";"B53442";"b5-34-42";176012;228180
"1327";"B53443";"b5-34-43";176012;228180
"1328";"B53444";"b5-34-44";176012;228180
"1329";"B53511";"b5-35-11";180012;228180
"1330";"B53512";"b5-35-12";180012;228180
"1331";"B53513";"b5-35-13";180012;228180
"1332";"B53514";"b5-35-14";180012;228180
"1333";"B53521";"b5-35-21";180012;228180
"1334";"B53522";"b5-35-22";180012;228180
"1335";"B53523";"b5-35-23";180012;228180
"1336";"B53524";"b5-35-24";180012;228180
"1337";"B53531";"b5-35-31";180012;228180
"1338";"B53532";"b5-35-32";180012;228180
"1339";"B53533";"b5-35-33";180012;228180
"1340";"B53534";"b5-35-34";180012;228180
"1341";"B53541";"b5-35-41";180012;228180
"1342";"B53542";"b5-35-42";180012;228180
"1343";"B53543";"b5-35-43";180012;228180
"1344";"B53544";"b5-35-44";180012;228180
"1345";"B53611";"b5-36-11";184012;228180
"1346";"B53612";"b5-36-12";184012;228180
"1347";"B53613";"b5-36-13";184012;228180
"1348";"B53614";"b5-36-14";184012;228180
"1349";"B53621";"b5-36-21";184012;228180
"1350";"B53622";"b5-36-22";184012;228180
"1351";"B53623";"b5-36-23";184012;228180
"1352";"B53624";"b5-36-24";184012;228180
"1353";"B53631";"b5-36-31";184012;228180
"1354";"B53632";"b5-36-32";184012;228180
"1355";"B53633";"b5-36-33";184012;228180
"1356";"B53634";"b5-36-34";184012;228180
"1357";"B53641";"b5-36-41";184012;228180
"1358";"B53642";"b5-36-42";184012;228180
"1359";"B53643";"b5-36-43";184012;228180
"1360";"B53644";"b5-36-44";184012;228180
"1361";"B53711";"b5-37-11";188012;228180
"1362";"B53712";"b5-37-12";188012;228180
"1363";"B53713";"b5-37-13";188012;228180
"1364";"B53714";"b5-37-14";188012;228180
"1365";"B53721";"b5-37-21";188012;228180
"1366";"B53722";"b5-37-22";188012;228180
"1367";"B53723";"b5-37-23";188012;228180
"1368";"B53724";"b5-37-24";188012;228180
"1369";"B53731";"b5-37-31";188012;228180
"1370";"B53732";"b5-37-32";188012;228180
"1371";"B53733";"b5-37-33";188012;228180
"1372";"B53734";"b5-37-34";188012;228180
"1373";"B53741";"b5-37-41";188012;228180
"1374";"B53742";"b5-37-42";188012;228180
"1375";"B53743";"b5-37-43";188012;228180
"1376";"B53744";"b5-37-44";188012;228180
"1377";"B53811";"b5-38-11";192012;228180
"1378";"B53812";"b5-38-12";192012;228180
"1379";"B53813";"b5-38-13";192012;228180
"1380";"B53814";"b5-38-14";192012;228180
"1381";"B53821";"b5-38-21";192012;228180
"1382";"B53822";"b5-38-22";192012;228180
"1383";"B53823";"b5-38-23";192012;228180
"1384";"B53824";"b5-38-24";192012;228180
"1385";"B53831";"b5-38-31";192012;228180
"1386";"B53832";"b5-38-32";192012;228180
"1387";"B53833";"b5-38-33";192012;228180
"1388";"B53834";"b5-38-34";192012;228180
"1389";"B53841";"b5-38-41";192012;228180
"1390";"B53842";"b5-38-42";192012;228180
"1391";"B53843";"b5-38-43";192012;228180
"1392";"B53844";"b5-38-44";192012;228180
"1393";"B54111";"b5-41-11";164012;224180
"1394";"B54112";"b5-41-12";164012;224180
"1395";"B54113";"b5-41-13";164012;224180
"1396";"B54114";"b5-41-14";164012;224180
"1397";"B54121";"b5-41-21";164012;224180
"1398";"B54122";"b5-41-22";164012;224180
"1399";"B54123";"b5-41-23";164012;224180
"1400";"B54124";"b5-41-24";164012;224180
"1401";"B54131";"b5-41-31";164012;224180
"1402";"B54132";"b5-41-32";164012;224180
"1403";"B54133";"b5-41-33";164012;224180
"1404";"B54134";"b5-41-34";164012;224180
"1405";"B54141";"b5-41-41";164012;224180
"1406";"B54142";"b5-41-42";164012;224180
"1407";"B54143";"b5-41-43";164012;224180
"1408";"B54144";"b5-41-44";164012;224180
"1409";"B54211";"b5-42-11";168012;224180
"1410";"B54212";"b5-42-12";168012;224180
"1411";"B54213";"b5-42-13";168012;224180
"1412";"B54214";"b5-42-14";168012;224180
"1413";"B54221";"b5-42-21";168012;224180
"1414";"B54222";"b5-42-22";168012;224180
"1415";"B54223";"b5-42-23";168012;224180
"1416";"B54224";"b5-42-24";168012;224180
"1417";"B54231";"b5-42-31";168012;224180
"1418";"B54232";"b5-42-32";168012;224180
"1419";"B54233";"b5-42-33";168012;224180
"1420";"B54234";"b5-42-34";168012;224180
"1421";"B54241";"b5-42-41";168012;224180
"1422";"B54242";"b5-42-42";168012;224180
"1423";"B54243";"b5-42-43";168012;224180
"1424";"B54244";"b5-42-44";168012;224180
"1425";"B54311";"b5-43-11";172012;224180
"1426";"B54312";"b5-43-12";172012;224180
"1427";"B54313";"b5-43-13";172012;224180
"1428";"B54314";"b5-43-14";172012;224180
"1429";"B54321";"b5-43-21";172012;224180
"1430";"B54322";"b5-43-22";172012;224180
"1431";"B54323";"b5-43-23";172012;224180
"1432";"B54324";"b5-43-24";172012;224180
"1433";"B54331";"b5-43-31";172012;224180
"1434";"B54332";"b5-43-32";172012;224180
"1435";"B54333";"b5-43-33";172012;224180
"1436";"B54334";"b5-43-34";172012;224180
"1437";"B54341";"b5-43-41";172012;224180
"1438";"B54342";"b5-43-42";172012;224180
"1439";"B54343";"b5-43-43";172012;224180
"1440";"B54344";"b5-43-44";172012;224180
"1441";"B54411";"b5-44-11";176012;224180
"1442";"B54412";"b5-44-12";176012;224180
"1443";"B54413";"b5-44-13";176012;224180
"1444";"B54414";"b5-44-14";176012;224180
"1445";"B54421";"b5-44-21";176012;224180
"1446";"B54422";"b5-44-22";176012;224180
"1447";"B54423";"b5-44-23";176012;224180
"1448";"B54424";"b5-44-24";176012;224180
"1449";"B54431";"b5-44-31";176012;224180
"1450";"B54432";"b5-44-32";176012;224180
"1451";"B54433";"b5-44-33";176012;224180
"1452";"B54434";"b5-44-34";176012;224180
"1453";"B54441";"b5-44-41";176012;224180
"1454";"B54442";"b5-44-42";176012;224180
"1455";"B54443";"b5-44-43";176012;224180
"1456";"B54444";"b5-44-44";176012;224180
"1457";"B54511";"b5-45-11";180012;224180
"1458";"B54512";"b5-45-12";180012;224180
"1459";"B54513";"b5-45-13";180012;224180
"1460";"B54514";"b5-45-14";180012;224180
"1461";"B54521";"b5-45-21";180012;224180
"1462";"B54522";"b5-45-22";180012;224180
"1463";"B54523";"b5-45-23";180012;224180
"1464";"B54524";"b5-45-24";180012;224180
"1465";"B54531";"b5-45-31";180012;224180
"1466";"B54532";"b5-45-32";180012;224180
"1467";"B54533";"b5-45-33";180012;224180
"1468";"B54534";"b5-45-34";180012;224180
"1469";"B54541";"b5-45-41";180012;224180
"1470";"B54542";"b5-45-42";180012;224180
"1471";"B54543";"b5-45-43";180012;224180
"1472";"B54544";"b5-45-44";180012;224180
"1473";"B54611";"b5-46-11";184012;224180
"1474";"B54612";"b5-46-12";184012;224180
"1475";"B54613";"b5-46-13";184012;224180
"1476";"B54614";"b5-46-14";184012;224180
"1477";"B54621";"b5-46-21";184012;224180
"1478";"B54622";"b5-46-22";184012;224180
"1479";"B54623";"b5-46-23";184012;224180
"1480";"B54624";"b5-46-24";184012;224180
"1481";"B54631";"b5-46-31";184012;224180
"1482";"B54632";"b5-46-32";184012;224180
"1483";"B54633";"b5-46-33";184012;224180
"1484";"B54634";"b5-46-34";184012;224180
"1485";"B54641";"b5-46-41";184012;224180
"1486";"B54642";"b5-46-42";184012;224180
"1487";"B54643";"b5-46-43";184012;224180
"1488";"B54644";"b5-46-44";184012;224180
"1489";"B54711";"b5-47-11";188012;224180
"1490";"B54712";"b5-47-12";188012;224180
"1491";"B54713";"b5-47-13";188012;224180
"1492";"B54714";"b5-47-14";188012;224180
"1493";"B54721";"b5-47-21";188012;224180
"1494";"B54722";"b5-47-22";188012;224180
"1495";"B54723";"b5-47-23";188012;224180
"1496";"B54724";"b5-47-24";188012;224180
"1497";"B54731";"b5-47-31";188012;224180
"1498";"B54732";"b5-47-32";188012;224180
"1499";"B54733";"b5-47-33";188012;224180
"1500";"B54734";"b5-47-34";188012;224180
"1501";"B54741";"b5-47-41";188012;224180
"1502";"B54742";"b5-47-42";188012;224180
"1503";"B54743";"b5-47-43";188012;224180
"1504";"B54744";"b5-47-44";188012;224180
"1505";"B54811";"b5-48-11";192012;224180
"1506";"B54812";"b5-48-12";192012;224180
"1507";"B54813";"b5-48-13";192012;224180
"1508";"B54814";"b5-48-14";192012;224180
"1509";"B54821";"b5-48-21";192012;224180
"1510";"B54822";"b5-48-22";192012;224180
"1511";"B54823";"b5-48-23";192012;224180
"1512";"B54824";"b5-48-24";192012;224180
"1513";"B54831";"b5-48-31";192012;224180
"1514";"B54832";"b5-48-32";192012;224180
"1515";"B54833";"b5-48-33";192012;224180
"1516";"B54834";"b5-48-34";192012;224180
"1517";"B54841";"b5-48-41";192012;224180
"1518";"B54842";"b5-48-42";192012;224180
"1519";"B54843";"b5-48-43";192012;224180
"1520";"B54844";"b5-48-44";192012;224180
"1521";"B55111";"b5-51-11";164012;220180
"1522";"B55112";"b5-51-12";164012;220180
"1523";"B55113";"b5-51-13";164012;220180
"1524";"B55114";"b5-51-14";164012;220180
"1525";"B55121";"b5-51-21";164012;220180
"1526";"B55122";"b5-51-22";164012;220180
"1527";"B55123";"b5-51-23";164012;220180
"1528";"B55124";"b5-51-24";164012;220180
"1529";"B55131";"b5-51-31";164012;220180
"1530";"B55132";"b5-51-32";164012;220180
"1531";"B55133";"b5-51-33";164012;220180
"1532";"B55134";"b5-51-34";164012;220180
"1533";"B55141";"b5-51-41";164012;220180
"1534";"B55142";"b5-51-42";164012;220180
"1535";"B55143";"b5-51-43";164012;220180
"1536";"B55144";"b5-51-44";164012;220180
"1537";"B55211";"b5-52-11";168012;220180
"1538";"B55212";"b5-52-12";168012;220180
"1539";"B55213";"b5-52-13";168012;220180
"1540";"B55214";"b5-52-14";168012;220180
"1541";"B55221";"b5-52-21";168012;220180
"1542";"B55222";"b5-52-22";168012;220180
"1543";"B55223";"b5-52-23";168012;220180
"1544";"B55224";"b5-52-24";168012;220180
"1545";"B55231";"b5-52-31";168012;220180
"1546";"B55232";"b5-52-32";168012;220180
"1547";"B55233";"b5-52-33";168012;220180
"1548";"B55234";"b5-52-34";168012;220180
"1549";"B55241";"b5-52-41";168012;220180
"1550";"B55242";"b5-52-42";168012;220180
"1551";"B55243";"b5-52-43";168012;220180
"1552";"B55244";"b5-52-44";168012;220180
"1553";"B55311";"b5-53-11";172012;220180
"1554";"B55312";"b5-53-12";172012;220180
"1555";"B55313";"b5-53-13";172012;220180
"1556";"B55314";"b5-53-14";172012;220180
"1557";"B55321";"b5-53-21";172012;220180
"1558";"B55322";"b5-53-22";172012;220180
"1559";"B55323";"b5-53-23";172012;220180
"1560";"B55324";"b5-53-24";172012;220180
"1561";"B55331";"b5-53-31";172012;220180
"1562";"B55332";"b5-53-32";172012;220180
"1563";"B55333";"b5-53-33";172012;220180
"1564";"B55334";"b5-53-34";172012;220180
"1565";"B55341";"b5-53-41";172012;220180
"1566";"B55342";"b5-53-42";172012;220180
"1567";"B55343";"b5-53-43";172012;220180
"1568";"B55344";"b5-53-44";172012;220180
"1569";"B55411";"b5-54-11";176012;220180
"1570";"B55412";"b5-54-12";176012;220180
"1571";"B55413";"b5-54-13";176012;220180
"1572";"B55414";"b5-54-14";176012;220180
"1573";"B55421";"b5-54-21";176012;220180
"1574";"B55422";"b5-54-22";176012;220180
"1575";"B55423";"b5-54-23";176012;220180
"1576";"B55424";"b5-54-24";176012;220180
"1577";"B55431";"b5-54-31";176012;220180
"1578";"B55432";"b5-54-32";176012;220180
"1579";"B55433";"b5-54-33";176012;220180
"1580";"B55434";"b5-54-34";176012;220180
"1581";"B55441";"b5-54-41";176012;220180
"1582";"B55442";"b5-54-42";176012;220180
"1583";"B55443";"b5-54-43";176012;220180
"1584";"B55444";"b5-54-44";176012;220180
"1585";"B55511";"b5-55-11";180012;220180
"1586";"B55512";"b5-55-12";180012;220180
"1587";"B55513";"b5-55-13";180012;220180
"1588";"B55514";"b5-55-14";180012;220180
"1589";"B55521";"b5-55-21";180012;220180
"1590";"B55522";"b5-55-22";180012;220180
"1591";"B55523";"b5-55-23";180012;220180
"1592";"B55524";"b5-55-24";180012;220180
"1593";"B55531";"b5-55-31";180012;220180
"1594";"B55532";"b5-55-32";180012;220180
"1595";"B55533";"b5-55-33";180012;220180
"1596";"B55534";"b5-55-34";180012;220180
"1597";"B55541";"b5-55-41";180012;220180
"1598";"B55542";"b5-55-42";180012;220180
"1599";"B55543";"b5-55-43";180012;220180
"1600";"B55544";"b5-55-44";180012;220180
"1601";"B55611";"b5-56-11";184012;220180
"1602";"B55612";"b5-56-12";184012;220180
"1603";"B55613";"b5-56-13";184012;220180
"1604";"B55614";"b5-56-14";184012;220180
"1605";"B55621";"b5-56-21";184012;220180
"1606";"B55622";"b5-56-22";184012;220180
"1607";"B55623";"b5-56-23";184012;220180
"1608";"B55624";"b5-56-24";184012;220180
"1609";"B55631";"b5-56-31";184012;220180
"1610";"B55632";"b5-56-32";184012;220180
"1611";"B55633";"b5-56-33";184012;220180
"1612";"B55634";"b5-56-34";184012;220180
"1613";"B55641";"b5-56-41";184012;220180
"1614";"B55642";"b5-56-42";184012;220180
"1615";"B55643";"b5-56-43";184012;220180
"1616";"B55644";"b5-56-44";184012;220180
"1617";"B55711";"b5-57-11";188012;220180
"1618";"B55712";"b5-57-12";188012;220180
"1619";"B55713";"b5-57-13";188012;220180
"1620";"B55714";"b5-57-14";188012;220180
"1621";"B55721";"b5-57-21";188012;220180
"1622";"B55722";"b5-57-22";188012;220180
"1623";"B55723";"b5-57-23";188012;220180
"1624";"B55724";"b5-57-24";188012;220180
"1625";"B55731";"b5-57-31";188012;220180
"1626";"B55732";"b5-57-32";188012;220180
"1627";"B55733";"b5-57-33";188012;220180
"1628";"B55734";"b5-57-34";188012;220180
"1629";"B55741";"b5-57-41";188012;220180
"1630";"B55742";"b5-57-42";188012;220180
"1631";"B55743";"b5-57-43";188012;220180
"1632";"B55744";"b5-57-44";188012;220180
"1633";"B55811";"b5-58-11";192012;220180
"1634";"B55812";"b5-58-12";192012;220180
"1635";"B55813";"b5-58-13";192012;220180
"1636";"B55814";"b5-58-14";192012;220180
"1637";"B55821";"b5-58-21";192012;220180
"1638";"B55822";"b5-58-22";192012;220180
"1639";"B55823";"b5-58-23";192012;220180
"1640";"B55824";"b5-58-24";192012;220180
"1641";"B55831";"b5-58-31";192012;220180
"1642";"B55832";"b5-58-32";192012;220180
"1643";"B55833";"b5-58-33";192012;220180
"1644";"B55834";"b5-58-34";192012;220180
"1645";"B55841";"b5-58-41";192012;220180
"1646";"B55842";"b5-58-42";192012;220180
"1647";"B55843";"b5-58-43";192012;220180
"1648";"B55844";"b5-58-44";192012;220180
"1649";"B61111";"b6-11-11";196012;236180
"1650";"B61112";"b6-11-12";196012;236180
"1651";"B61113";"b6-11-13";196012;236180
"1652";"B61114";"b6-11-14";196012;236180
"1653";"B61121";"b6-11-21";196012;236180
"1654";"B61122";"b6-11-22";196012;236180
"1655";"B61123";"b6-11-23";196012;236180
"1656";"B61124";"b6-11-24";196012;236180
"1657";"B61131";"b6-11-31";196012;236180
"1658";"B61132";"b6-11-32";196012;236180
"1659";"B61133";"b6-11-33";196012;236180
"1660";"B61134";"b6-11-34";196012;236180
"1661";"B61141";"b6-11-41";196012;236180
"1662";"B61142";"b6-11-42";196012;236180
"1663";"B61143";"b6-11-43";196012;236180
"1664";"B61144";"b6-11-44";196012;236180
"1665";"B61211";"b6-12-11";200012;236180
"1666";"B61212";"b6-12-12";200012;236180
"1667";"B61213";"b6-12-13";200012;236180
"1668";"B61214";"b6-12-14";200012;236180
"1669";"B61221";"b6-12-21";200012;236180
"1670";"B61222";"b6-12-22";200012;236180
"1671";"B61223";"b6-12-23";200012;236180
"1672";"B61224";"b6-12-24";200012;236180
"1673";"B61231";"b6-12-31";200012;236180
"1674";"B61232";"b6-12-32";200012;236180
"1675";"B61233";"b6-12-33";200012;236180
"1676";"B61234";"b6-12-34";200012;236180
"1677";"B61241";"b6-12-41";200012;236180
"1678";"B61242";"b6-12-42";200012;236180
"1679";"B61243";"b6-12-43";200012;236180
"1680";"B61244";"b6-12-44";200012;236180
"1681";"B62111";"b6-21-11";196012;232180
"1682";"B62112";"b6-21-12";196012;232180
"1683";"B62113";"b6-21-13";196012;232180
"1684";"B62114";"b6-21-14";196012;232180
"1685";"B62121";"b6-21-21";196012;232180
"1686";"B62122";"b6-21-22";196012;232180
"1687";"B62123";"b6-21-23";196012;232180
"1688";"B62124";"b6-21-24";196012;232180
"1689";"B62131";"b6-21-31";196012;232180
"1690";"B62132";"b6-21-32";196012;232180
"1691";"B62133";"b6-21-33";196012;232180
"1692";"B62134";"b6-21-34";196012;232180
"1693";"B62141";"b6-21-41";196012;232180
"1694";"B62142";"b6-21-42";196012;232180
"1695";"B62143";"b6-21-43";196012;232180
"1696";"B62144";"b6-21-44";196012;232180
"1697";"B62211";"b6-22-11";200012;232180
"1698";"B62212";"b6-22-12";200012;232180
"1699";"B62213";"b6-22-13";200012;232180
"1700";"B62214";"b6-22-14";200012;232180
"1701";"B62221";"b6-22-21";200012;232180
"1702";"B62222";"b6-22-22";200012;232180
"1703";"B62223";"b6-22-23";200012;232180
"1704";"B62224";"b6-22-24";200012;232180
"1705";"B62231";"b6-22-31";200012;232180
"1706";"B62232";"b6-22-32";200012;232180
"1707";"B62233";"b6-22-33";200012;232180
"1708";"B62234";"b6-22-34";200012;232180
"1709";"B62241";"b6-22-41";200012;232180
"1710";"B62242";"b6-22-42";200012;232180
"1711";"B62243";"b6-22-43";200012;232180
"1712";"B62244";"b6-22-44";200012;232180
"1713";"B63111";"b6-31-11";196012;228180
"1714";"B63112";"b6-31-12";196012;228180
"1715";"B63113";"b6-31-13";196012;228180
"1716";"B63114";"b6-31-14";196012;228180
"1717";"B63121";"b6-31-21";196012;228180
"1718";"B63122";"b6-31-22";196012;228180
"1719";"B63123";"b6-31-23";196012;228180
"1720";"B63124";"b6-31-24";196012;228180
"1721";"B63131";"b6-31-31";196012;228180
"1722";"B63132";"b6-31-32";196012;228180
"1723";"B63133";"b6-31-33";196012;228180
"1724";"B63134";"b6-31-34";196012;228180
"1725";"B63141";"b6-31-41";196012;228180
"1726";"B63142";"b6-31-42";196012;228180
"1727";"B63143";"b6-31-43";196012;228180
"1728";"B63144";"b6-31-44";196012;228180
"1729";"B63211";"b6-32-11";200012;228180
"1730";"B63212";"b6-32-12";200012;228180
"1731";"B63213";"b6-32-13";200012;228180
"1732";"B63214";"b6-32-14";200012;228180
"1733";"B63221";"b6-32-21";200012;228180
"1734";"B63222";"b6-32-22";200012;228180
"1735";"B63223";"b6-32-23";200012;228180
"1736";"B63224";"b6-32-24";200012;228180
"1737";"B63231";"b6-32-31";200012;228180
"1738";"B63232";"b6-32-32";200012;228180
"1739";"B63233";"b6-32-33";200012;228180
"1740";"B63234";"b6-32-34";200012;228180
"1741";"B63241";"b6-32-41";200012;228180
"1742";"B63242";"b6-32-42";200012;228180
"1743";"B63243";"b6-32-43";200012;228180
"1744";"B63244";"b6-32-44";200012;228180
"1745";"B63311";"b6-33-11";204012;228180
"1746";"B63312";"b6-33-12";204012;228180
"1747";"B63313";"b6-33-13";204012;228180
"1748";"B63314";"b6-33-14";204012;228180
"1749";"B63321";"b6-33-21";204012;228180
"1750";"B63322";"b6-33-22";204012;228180
"1751";"B63323";"b6-33-23";204012;228180
"1752";"B63324";"b6-33-24";204012;228180
"1753";"B63331";"b6-33-31";204012;228180
"1754";"B63332";"b6-33-32";204012;228180
"1755";"B63333";"b6-33-33";204012;228180
"1756";"B63334";"b6-33-34";204012;228180
"1757";"B63341";"b6-33-41";204012;228180
"1758";"B63342";"b6-33-42";204012;228180
"1759";"B63343";"b6-33-43";204012;228180
"1760";"B63344";"b6-33-44";204012;228180
"1761";"B64111";"b6-41-11";196012;224180
"1762";"B64112";"b6-41-12";196012;224180
"1763";"B64113";"b6-41-13";196012;224180
"1764";"B64114";"b6-41-14";196012;224180
"1765";"B64121";"b6-41-21";196012;224180
"1766";"B64122";"b6-41-22";196012;224180
"1767";"B64123";"b6-41-23";196012;224180
"1768";"B64124";"b6-41-24";196012;224180
"1769";"B64131";"b6-41-31";196012;224180
"1770";"B64132";"b6-41-32";196012;224180
"1771";"B64133";"b6-41-33";196012;224180
"1772";"B64134";"b6-41-34";196012;224180
"1773";"B64141";"b6-41-41";196012;224180
"1774";"B64142";"b6-41-42";196012;224180
"1775";"B64143";"b6-41-43";196012;224180
"1776";"B64144";"b6-41-44";196012;224180
"1777";"B64211";"b6-42-11";200012;224180
"1778";"B64212";"b6-42-12";200012;224180
"1779";"B64213";"b6-42-13";200012;224180
"1780";"B64214";"b6-42-14";200012;224180
"1781";"B64221";"b6-42-21";200012;224180
"1782";"B64222";"b6-42-22";200012;224180
"1783";"B64223";"b6-42-23";200012;224180
"1784";"B64224";"b6-42-24";200012;224180
"1785";"B64231";"b6-42-31";200012;224180
"1786";"B64232";"b6-42-32";200012;224180
"1787";"B64233";"b6-42-33";200012;224180
"1788";"B64234";"b6-42-34";200012;224180
"1789";"B64241";"b6-42-41";200012;224180
"1790";"B64242";"b6-42-42";200012;224180
"1791";"B64243";"b6-42-43";200012;224180
"1792";"B64244";"b6-42-44";200012;224180
"1793";"B64311";"b6-43-11";204012;224180
"1794";"B64312";"b6-43-12";204012;224180
"1795";"B64313";"b6-43-13";204012;224180
"1796";"B64314";"b6-43-14";204012;224180
"1797";"B64321";"b6-43-21";204012;224180
