IFBL;IFBLuurhok;Xcoord;Ycoord;REGIO;DISTRICT;area;max
C344;c3-44;112012.000000;204180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;15999999.835363;y
C345;c3-45;116012.000000;204180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;15999999.835363;y
C346;c3-46;120012.000000;204180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;15999999.835363;y
C347;c3-47;124012.000000;204180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;15999999.835363;y
C348;c3-48;128012.000000;204180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;9797197.998598;y
C232;c2-32;72012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;11115317.424335;y
C233;c2-33;76012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;9497350.293529;y
C338;c3-38;128012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Pleistoceen riviervalleiendistrict;7832502.896252;y
C136;c1-36;56012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;8239253.922736;y
C137;c1-37;60012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;12866549.792676;y
C138;c1-38;64012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;12238065.185468;y
C231;c2-31;68012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;8924971.537293;y
C237;c2-37;92012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;8274804.060215;y
C238;c2-38;96012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;11116379.825578;y
C331;c3-31;100012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;11642125.080707;y
C332;c3-32;104012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;12589135.171483;y
C333;c3-33;108012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;11492146.537652;y
C334;c3-34;112012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;10460119.625274;y
C335;c3-35;116012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;12954089.374980;y
C336;c3-36;120012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;12920582.961948;y
C337;c3-37;124012.000000;208180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;9549115.801341;y
C221;c2-21;68012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;9106440.800418;y
C222;c2-22;72012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;11786552.104493;y
C223;c2-23;76012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;15438365.301104;y
C224;c2-24;80012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;10523885.181144;y
C225;c2-25;84012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;11231455.493535;y
C226;c2-26;88012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;13768848.540426;y
C227;c2-27;92012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;15999999.835363;y
C228;c2-28;96012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;15999999.835363;y
C321;c3-21;100012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;15999999.835363;y
C322;c3-22;104012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;15464285.045369;y
C323;c3-23;108012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;10993349.478300;y
C324;c3-24;112012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;3723528.434867;y
C326;c3-26;120012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;4006474.265822;y
C327;c3-27;124012.000000;212180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;14422538.116449;y
C215;c2-15;84012.000000;216180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;6105454.258006;y
C216;c2-16;88012.000000;216180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;3973000.712815;y
C317;c3-17;124012.000000;216180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;1237416.608969;y
C318;c3-18;128012.000000;216180.000000;Ecoregio van de Pleistocene riviervalleien;Noord-Vlaams dekzandruggendistrict;3534204.652019;y
D235;d2-35;84012.000000;188180.000000;Ecoregio van de Pleistocene riviervalleien;Zandig Poekebeekdistrict;6914264.845309;y
D224;d2-24;80012.000000;192180.000000;Ecoregio van de Pleistocene riviervalleien;Zandig Poekebeekdistrict;13855755.636083;y
D225;d2-25;84012.000000;192180.000000;Ecoregio van de Pleistocene riviervalleien;Zandig Poekebeekdistrict;14894287.947383;y
D226;d2-26;88012.000000;192180.000000;Ecoregio van de Pleistocene riviervalleien;Zandig Poekebeekdistrict;12808428.519946;y
D227;d2-27;92012.000000;192180.000000;Ecoregio van de Pleistocene riviervalleien;Zandig Poekebeekdistrict;9318091.432585;y
D214;d2-14;80012.000000;196180.000000;Ecoregio van de Pleistocene riviervalleien;Zandig Poekebeekdistrict;9942882.683416;y
D125;d1-25;52012.000000;192180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;9959277.154924;y
D126;d1-26;56012.000000;192180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;10080994.593939;y
D114;d1-14;48012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15700145.663962;y
D115;d1-15;52012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
D116;d1-16;56012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
D117;d1-17;60012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
D118;d1-18;64012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
D211;d2-11;68012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;14030207.028902;y
D212;d2-12;72012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;12825654.471998;y
D213;d2-13;76012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15831858.320647;y
D215;d2-15;84012.000000;196180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;12231736.060149;y
C154;c1-54;48012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;9398882.202818;y
C155;c1-55;52012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15982760.446761;y
C156;c1-56;56012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
C157;c1-57;60012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
C158;c1-58;64012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
C251;c2-51;68012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
C252;c2-52;72012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;15999999.835363;y
C253;c2-53;76012.000000;200180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;14447101.895494;y
C146;c1-46;56012.000000;204180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;12657237.601597;y
C147;c1-47;60012.000000;204180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;14835446.745214;y
C148;c1-48;64012.000000;204180.000000;Ecoregio van de cuesta's;Zandig Houtlandcuestadistrict;13357076.464041;y
C245;c2-45;84012.000000;204180.000000;Ecoregio van de cuesta's;Zandig Maldegems cuestadistrict;13189270.060373;y
C246;c2-46;88012.000000;204180.000000;Ecoregio van de cuesta's;Zandig Maldegems cuestadistrict;15619290.310432;y
C234;c2-34;80012.000000;208180.000000;Ecoregio van de cuesta's;Zandig Maldegems cuestadistrict;14745155.497315;y
C235;c2-35;84012.000000;208180.000000;Ecoregio van de cuesta's;Zandig Maldegems cuestadistrict;10413968.133092;y
C236;c2-36;88012.000000;208180.000000;Ecoregio van de cuesta's;Zandig Maldegems cuestadistrict;15280525.437353;y
C441;c4-41;132012.000000;204180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;15650872.290805;y
C442;c4-42;136012.000000;204180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;11791724.554895;y
C431;c4-31;132012.000000;208180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;15999999.835363;y
C432;c4-32;136012.000000;208180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;15999999.835363;y
C433;c4-33;140012.000000;208180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;14663439.989621;y
C434;c4-34;144012.000000;208180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;12566940.771706;y
C328;c3-28;128012.000000;212180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;10262661.339414;y
C421;c4-21;132012.000000;212180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;10723791.237215;y
C422;c4-22;136012.000000;212180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;11375604.019493;y
C423;c4-23;140012.000000;212180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;11473334.104974;y
C424;c4-24;144012.000000;212180.000000;Ecoregio van de cuesta's;Westelijk zandig Booms cuestadistrict;11941923.016723;y
D417;d4-17;156012.000000;196180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;8466644.680691;y
C452;c4-52;136012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;7170932.629888;y
C455;c4-55;148012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;12402484.543186;y
C456;c4-56;152012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999999.835363;y
C457;c4-57;156012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999999.835363;y
C458;c4-58;160012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15130934.446027;y
C551;c5-51;164012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;14470884.426188;y
C552;c5-52;168012.000000;200180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;13551184.812342;y
C443;c4-43;140012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;11660859.433513;y
C444;c4-44;144012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;13547792.975412;y
C445;c4-45;148012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;9737314.792190;y
C446;c4-46;152012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999999.835363;y
C447;c4-47;156012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999999.835363;y
C448;c4-48;160012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999999.835363;y
C541;c5-41;164012.000000;204180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;10990484.982164;y
C436;c4-36;152012.000000;208180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999896.471627;y
C437;c4-37;156012.000000;208180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15999999.835363;y
C438;c4-38;160012.000000;208180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15848579.796933;y
C531;c5-31;164012.000000;208180.000000;Ecoregio van de cuesta's;Zandlemig Booms cuestadistrict;15923090.727610;y
D535;d5-35;180012.000000;188180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;8962090.020609;y
D521;d5-21;164012.000000;192180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;8417690.121103;y
D522;d5-22;168012.000000;192180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;12759864.166938;y
D523;d5-23;172012.000000;192180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;15220045.141701;y
D524;d5-24;176012.000000;192180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;15999999.835363;y
D525;d5-25;180012.000000;192180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;15952865.033658;y
D418;d4-18;160012.000000;196180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;13683156.136282;y
D511;d5-11;164012.000000;196180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;14203688.413328;y
D512;d5-12;168012.000000;196180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;11521164.750959;y
D513;d5-13;172012.000000;196180.000000;Ecoregio van de cuesta's;Oostelijk zandig Booms cuestadistrict;9280832.887070;y
B551;b5-51;164012.000000;220180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;8490012.528444;y
B552;b5-52;168012.000000;220180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;14586624.335065;y
B553;b5-53;172012.000000;220180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;8428059.614790;y
B448;b4-48;160012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;10717142.418911;y
B541;b5-41;164012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B542;b5-42;168012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B543;b5-43;172012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B544;b5-44;176012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B545;b5-45;180012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15650197.445816;y
B546;b5-46;184012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;12515834.822251;y
B547;b5-47;188012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;10874506.083340;y
B548;b5-48;192012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;9239110.981681;y
B641;b6-41;196012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;14259070.893994;y
B642;b6-42;200012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;14239339.487843;y
B643;b6-43;204012.000000;224180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;4066848.256679;y
B436;b4-36;152012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;4725278.124860;y
B437;b4-37;156012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15612332.634919;y
B438;b4-38;160012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B531;b5-31;164012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B532;b5-32;168012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B533;b5-33;172012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B534;b5-34;176012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B535;b5-35;180012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B536;b5-36;184012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B537;b5-37;188012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B538;b5-38;192012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B631;b6-31;196012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B632;b6-32;200012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;14391391.385050;y
B633;b6-33;204012.000000;228180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;1297755.245887;y
B426;b4-26;152012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;6598173.594213;y
B427;b4-27;156012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B428;b4-28;160012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B521;b5-21;164012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B522;b5-22;168012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B523;b5-23;172012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B524;b5-24;176012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999775.131718;y
B525;b5-25;180012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;13914006.038374;y
B526;b5-26;184012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;14770141.625487;y
B527;b5-27;188012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;11179835.424027;y
B528;b5-28;192012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15640118.939686;y
B621;b6-21;196012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B622;b6-22;200012.000000;232180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;6134366.190472;y
B416;b4-16;152012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;9798666.036432;y
B417;b4-17;156012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15999999.835363;y
B418;b4-18;160012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;13946475.506585;y
B511;b5-11;164012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;5643657.717726;y
B512;b5-12;168012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;4120689.160874;y
B513;b5-13;172012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;12817883.547609;y
B514;b5-14;176012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15769743.500328;y
B515;b5-15;180012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;10120978.888736;y
B516;b5-16;184012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;177789.063621;y
B517;b5-17;188012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;2105495.588936;y
B518;b5-18;192012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;5325373.806544;y
B611;b6-11;196012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15798002.271343;y
B612;b6-12;200012.000000;236180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;10696669.713715;y
A456;a4-56;152012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;1187257.481724;y
A457;a4-57;156012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;7846813.897111;y
A458;a4-58;160012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;11460006.578656;y
A551;a5-51;164012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;376540.726610;y
A553;a5-53;172012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;1731947.092022;y
A554;a5-54;176012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;14248447.438523;y
A555;a5-55;180012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;15547446.045335;y
A556;a5-56;184012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;1999549.456069;y
A557;a5-57;188012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;9445.527667;y
A558;a5-58;192012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;37827.188353;y
A651;a6-51;196012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;10176787.199643;y
A652;a6-52;200012.000000;240180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;3995758.385574;y
A544;a5-44;176012.000000;244180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;2414325.287080;y
A545;a5-45;180012.000000;244180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;3801590.681358;y
A641;a6-41;196012.000000;244180.000000;Ecoregio van de Kempen;Noord-Kempisch kleisubstraatdistrict;510.072361;y
E711;e7-11;228012.000000;176180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;7768858.988602;y
E712;e7-12;232012.000000;176180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;10475282.732784;y
D657;d6-57;220012.000000;180180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;8786033.583519;y
D658;d6-58;224012.000000;180180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15257705.187620;y
D751;d7-51;228012.000000;180180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15900964.763945;y
D643;d6-43;204012.000000;184180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;8273619.139813;y
D644;d6-44;208012.000000;184180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15200486.009599;y
D645;d6-45;212012.000000;184180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15983495.068449;y
D646;d6-46;216012.000000;184180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
D647;d6-47;220012.000000;184180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
D648;d6-48;224012.000000;184180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;10711330.604364;y
D635;d6-35;212012.000000;188180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;11204290.091335;y
D636;d6-36;216012.000000;188180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
D637;d6-37;220012.000000;188180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;12551305.480669;y
D625;d6-25;212012.000000;192180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14995614.403796;y
D626;d6-26;216012.000000;192180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14054678.306947;y
D515;d5-15;180012.000000;196180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14361142.924406;y
D516;d5-16;184012.000000;196180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;10920329.840672;y
D614;d6-14;208012.000000;196180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15673156.749560;y
D615;d6-15;212012.000000;196180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15705880.457518;y
C553;c5-53;172012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;9919527.142123;y
C554;c5-54;176012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C555;c5-55;180012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C556;c5-56;184012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C557;c5-57;188012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C558;c5-58;192012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14535709.458326;y
C652;c6-52;200012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;11475022.672093;y
C653;c6-53;204012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15896276.477486;y
C654;c6-54;208012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C655;c6-55;212012.000000;200180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;12829199.842016;y
C542;c5-42;168012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15851145.217883;y
C543;c5-43;172012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C544;c5-44;176012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C545;c5-45;180012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C546;c5-46;184012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C547;c5-47;188012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C548;c5-48;192012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
