IFBL;IFBLuurhok;Xcoord;Ycoord;REGIO;DISTRICT;area;max
C641;c6-41;196012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C642;c6-42;200012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C643;c6-43;204012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C644;c6-44;208012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C645;c6-45;212012.000000;204180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14526804.417897;y
C532;c5-32;168012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;9184786.774341;y
C533;c5-33;172012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C534;c5-34;176012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C535;c5-35;180012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C536;c5-36;184012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C537;c5-37;188012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C538;c5-38;192012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C631;c6-31;196012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C632;c6-32;200012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C633;c6-33;204012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C634;c6-34;208012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C635;c6-35;212012.000000;208180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15670600.784702;y
C427;c4-27;156012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;8232470.063565;y
C428;c4-28;160012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;13100447.437237;y
C521;c5-21;164012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14299496.102266;y
C522;c5-22;168012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14205280.766083;y
C523;c5-23;172012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C524;c5-24;176012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C525;c5-25;180012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C526;c5-26;184012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C527;c5-27;188012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C528;c5-28;192012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C621;c6-21;196012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C622;c6-22;200012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C623;c6-23;204012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C624;c6-24;208012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C625;c6-25;212012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;14501219.398689;y
C627;c6-27;220012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;12413299.181622;y
C628;c6-28;224012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15944534.858417;y
C721;c7-21;228012.000000;212180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;8409806.556605;y
C417;c4-17;156012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;12081152.409412;y
C418;c4-18;160012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C511;c5-11;164012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C512;c5-12;168012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15889601.088188;y
C513;c5-13;172012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15978433.894890;y
C514;c5-14;176012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C515;c5-15;180012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C516;c5-16;184012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C517;c5-17;188012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C518;c5-18;192012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C611;c6-11;196012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C612;c6-12;200012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C613;c6-13;204012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
C614;c6-14;208012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15949532.754267;y
C615;c6-15;212012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;13487653.830217;y
C616;c6-16;216012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;13055367.199572;y
C617;c6-17;220012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15810373.306822;y
C618;c6-18;224012.000000;216180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;13211829.291179;y
B457;b4-57;156012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15022088.119721;y
B458;b4-58;160012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15380277.633829;y
B554;b5-54;176012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;13997842.755332;y
B555;b5-55;180012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15997961.389423;y
B556;b5-56;184012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
B557;b5-57;188012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
B558;b5-58;192012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
B651;b6-51;196012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15864228.422815;y
B652;b6-52;200012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
B653;b6-53;204012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15999999.835363;y
B654;b6-54;208012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;15973833.480261;y
B655;b6-55;212012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;1638419.611061;y
B657;b6-57;220012.000000;220180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;969978.096650;y
B446;b4-46;152012.000000;224180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;12465727.549431;y
B447;b4-47;156012.000000;224180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;11630151.943212;y
B644;b6-44;208012.000000;224180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;4969923.385675;y
B645;b6-45;212012.000000;224180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;167939.567351;y
B435;b4-35;148012.000000;228180.000000;Ecoregio van de Kempen;Centraal-Kempisch rivier- en duinendistrict;7197276.372894;y
D536;d5-36;184012.000000;188180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;11954907.240144;y
D537;d5-37;188012.000000;188180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;9803207.776444;y
D631;d6-31;196012.000000;188180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;12349644.198280;y
D632;d6-32;200012.000000;188180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15134023.928343;y
D633;d6-33;204012.000000;188180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D634;d6-34;208012.000000;188180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15057199.653647;y
D526;d5-26;184012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;8550686.690593;y
D527;d5-27;188012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D528;d5-28;192012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D621;d6-21;196012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D622;d6-22;200012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D623;d6-23;204012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D624;d6-24;208012.000000;192180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;12368843.873922;y
D514;d5-14;176012.000000;196180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;5833069.052879;y
D517;d5-17;188012.000000;196180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;10380665.576367;y
D518;d5-18;192012.000000;196180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;13764087.608494;y
D611;d6-11;196012.000000;196180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15999999.835363;y
D612;d6-12;200012.000000;196180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;15858970.192863;y
D613;d6-13;204012.000000;196180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;10713280.161461;y
C651;c6-51;196012.000000;200180.000000;Ecoregio van de Kempen;Zuid-Kempisch heuveldistrict;10808132.148255;y
E713;e7-13;236012.000000;176180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;7137671.423804;y
D752;d7-52;232012.000000;180180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;9957849.124045;y
D753;d7-53;236012.000000;180180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15918594.002467;y
D741;d7-41;228012.000000;184180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;10326096.924283;y
D742;d7-42;232012.000000;184180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D743;d7-43;236012.000000;184180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D744;d7-44;240012.000000;184180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;8495917.372650;y
D638;d6-38;224012.000000;188180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15406888.757560;y
D731;d7-31;228012.000000;188180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D732;d7-32;232012.000000;188180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D733;d7-33;236012.000000;188180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D734;d7-34;240012.000000;188180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;11276336.230620;y
D627;d6-27;220012.000000;192180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;12460985.602319;y
D628;d6-28;224012.000000;192180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D721;d7-21;228012.000000;192180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D722;d7-22;232012.000000;192180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D723;d7-23;236012.000000;192180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D724;d7-24;240012.000000;192180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15952960.668746;y
D616;d6-16;216012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;9976848.520374;y
D617;d6-17;220012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D618;d6-18;224012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D711;d7-11;228012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D712;d7-12;232012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D713;d7-13;236012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
D714;d7-14;240012.000000;196180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15545667.959816;y
C656;c6-56;216012.000000;200180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15814338.970400;y
C657;c6-57;220012.000000;200180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C658;c6-58;224012.000000;200180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C751;c7-51;228012.000000;200180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C752;c7-52;232012.000000;200180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C753;c7-53;236012.000000;200180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C646;c6-46;216012.000000;204180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;12940619.460730;y
C647;c6-47;220012.000000;204180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C648;c6-48;224012.000000;204180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C741;c7-41;228012.000000;204180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;15999999.835363;y
C742;c7-42;232012.000000;204180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;13996715.853580;y
C636;c6-36;216012.000000;208180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;13076480.117071;y
C637;c6-37;220012.000000;208180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;14685769.678744;y
C638;c6-38;224012.000000;208180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;11670718.728882;y
C731;c7-31;228012.000000;208180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;10043289.965108;y
C626;c6-26;216012.000000;212180.000000;Ecoregio van de Kempen;Oost-Kempisch puinwaaierdistrict;8223175.861008;y
C754;c7-54;240012.000000;200180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;8121649.482686;y
C743;c7-43;236012.000000;204180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;11666128.440907;y
C744;c7-44;240012.000000;204180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;15981056.833700;y
C745;c7-45;244012.000000;204180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;14908953.956077;y
C732;c7-32;232012.000000;208180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;11813562.527317;y
C733;c7-33;236012.000000;208180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;15999999.835363;y
C734;c7-34;240012.000000;208180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;13719396.350003;y
C735;c7-35;244012.000000;208180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;11655163.552295;y
C736;c7-36;248012.000000;208180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;4684961.980994;y
C722;c7-22;232012.000000;212180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;15020222.484141;y
C723;c7-23;236012.000000;212180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;7624115.633884;y
C724;c7-24;240012.000000;212180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;1337493.151704;y
C711;c7-11;228012.000000;216180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;15219323.158128;y
C712;c7-12;232012.000000;216180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;11675801.220188;y
B658;b6-58;224012.000000;220180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;2465157.142432;y
B751;b7-51;228012.000000;220180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;11556106.332175;y
B752;b7-52;232012.000000;220180.000000;Ecoregio van de Kempen;Roerdalslenkdistrict;3197321.970312;y
D754;d7-54;240012.000000;180180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;12019537.419515;y
D735;d7-35;244012.000000;188180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;10014490.991098;y
D725;d7-25;244012.000000;192180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;11344391.050894;y
D715;d7-15;244012.000000;196180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;13689511.350858;y
C755;c7-55;244012.000000;200180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;10500428.430310;y
C756;c7-56;248012.000000;200180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;12947947.314899;y
C746;c7-46;248012.000000;204180.000000;Ecoregio van de Kempen;Zandig Maasterrassendistrict;14433501.794112;y
D158;d1-58;64012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;12765593.204570;y
D251;d2-51;68012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;15352118.655007;y
D252;d2-52;72012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;14256519.880270;y
D253;d2-53;76012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;9694149.130220;y
D147;d1-47;60012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;8689810.130405;y
D148;d1-48;64012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;15197858.942289;y
D241;d2-41;68012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;15684251.024600;y
D242;d2-42;72012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;15847594.953047;y
D243;d2-43;76012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;14418517.369985;y
D244;d2-44;80012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Zandig Mandeldistrict;12061658.592021;y
E235;e2-35;84012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Zandig Leie-Schelde interfluviumdistrict;9145815.990266;y
E226;e2-26;88012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Zandig Leie-Schelde interfluviumdistrict;11053901.383177;y
E216;e2-16;88012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Zandig Leie-Schelde interfluviumdistrict;9439994.992939;y
D257;d2-57;92012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Zandig Leie-Schelde interfluviumdistrict;8146888.755221;y
E037;e0-37;28012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;4283540.112453;y
E038;e0-38;32012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;6698821.644164;y
E132;e1-32;40012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;11468642.061149;y
E133;e1-33;44012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;12990226.857513;y
E134;e1-34;48012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;10945797.029805;y
E135;e1-35;52012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;10147376.377031;y
E136;e1-36;56012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;14810595.456780;y
E137;e1-37;60012.000000;168180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;10370799.405640;y
E026;e0-26;24012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;551724.734975;y
E027;e0-27;28012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;13900492.553257;y
E028;e0-28;32012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E121;e1-21;36012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15994007.821665;y
E122;e1-22;40012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E123;e1-23;44012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E124;e1-24;48012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E125;e1-25;52012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E126;e1-26;56012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E127;e1-27;60012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E128;e1-28;64012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15709924.617663;y
E221;e2-21;68012.000000;172180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;10098302.218844;y
E016;e0-16;24012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;50000.964580;y
E017;e0-17;28012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15559316.448851;y
E018;e0-18;32012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E111;e1-11;36012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E112;e1-12;40012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E113;e1-13;44012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E114;e1-14;48012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E115;e1-15;52012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E116;e1-16;56012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
E117;e1-17;60012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15773713.919218;y
E118;e1-18;64012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;13064607.531447;y
E211;e2-11;68012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;11750439.612394;y
E212;e2-12;72012.000000;176180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;9573214.708644;y
D056;d0-56;24012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;958193.227714;y
D057;d0-57;28012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15382513.534305;y
D058;d0-58;32012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;14746653.866083;y
D151;d1-51;36012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15142053.579346;y
D152;d1-52;40012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;14872753.926359;y
D153;d1-53;44012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;14851410.572949;y
D154;d1-54;48012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15960801.554028;y
D155;d1-55;52012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
D156;d1-56;56012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
D157;d1-57;60012.000000;180180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;12409347.911956;y
D047;d0-47;28012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;10444881.755051;y
D048;d0-48;32012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;12340522.226297;y
D143;d1-43;44012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;12464561.292467;y
D144;d1-44;48012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
D145;d1-45;52012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15999999.835363;y
D146;d1-46;56012.000000;184180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15726400.960952;y
D037;d0-37;28012.000000;188180.000000;Ecoregio van de westelijke interfluvia;Lemig IJzer-Leie interfluviumdistrict;15019637.343089;y
